ProjectName,Is ML producer,libraries,where,keywords,line_number
jhasuman/potholes-detection,Yes,keras,C:/Users/Cristian/PycharmProjects/MARK-IGES-Project/MARK-Tool/MARK-Tool/repos/repos2\jhasuman\potholes-detection\frontend.py,.fit_generator(,328
jhasuman/potholes-detection,Yes,keras,C:/Users/Cristian/PycharmProjects/MARK-IGES-Project/MARK-Tool/MARK-Tool/repos/repos2\jhasuman\potholes-detection\frontend.py,.fit_generator(,328
