ProjectName,Is ML consumer,libraries,where,keywords,line_number
xiadingZ/video-caption.pytorch,Yes,torch,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/xiadingZ/video-caption.pytorch/eval.py,.no_grad(,46
xiadingZ/video-caption.pytorch,Yes,torch,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/xiadingZ/video-caption.pytorch/prepro_feats.py,.no_grad(,57
