ProjectName,Is ML producer,where,keyword,line_number,libraries,keywords
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/bayesian_modules.py,,146,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/bayesian_modules.py,,147,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,31,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,104,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,158,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,181,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,193,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,196,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,210,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,219,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,222,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/losses.py,,243,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,89,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,138,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,149,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,186,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,210,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,244,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,309,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,359,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,370,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,407,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,427,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,455,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,483,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,580,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,643,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,654,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,691,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/nn_common_modules/modules.py,,715,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/octave_convolution_block.py,,66,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/octave_convolution_block.py,,117,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/octave_convolution_block.py,,129,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/bayesian_modules.py,,69,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/bayesian_modules.py,,99,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/bayesian_modules.py,,122,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/bayesian_modules.py,,146,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/bayesian_modules.py,,147,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,31,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,104,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,158,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,181,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,193,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,196,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,210,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,219,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,222,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/losses.py,,243,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,89,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,138,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,149,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,186,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,210,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,244,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,309,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,359,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,370,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,407,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,427,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,455,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,483,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,580,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,643,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,654,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,691,torch,forward(
ai-med/nn-common-modules,Yes,../repos/repos2/ai-med/nn-common-modules/build/lib/nn_common_modules/modules.py,,715,torch,forward(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/DecisionTreeClassifier_multi_stock.py,,40,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-MLPClassifier.py,,7,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/SGDRegression_single_stock_today_for_tomorrow.py,,52,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-hello-sklearn.py,,5,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-DecisionTreeClassifier-lg.py,,110,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-DecisionTreeClassifier-lg.py,,114,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/SGDRegression_single_stock.py,,46,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-pandas.py,,114,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/SGDClassifier_single_stock.py,,41,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/SGDRegression_Prediction_For_Next_Week.py,,45,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/archive/demo-DecisionTreeClassifier-sm.py,,97,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/Classifier.py,,78,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/SGDRegression.py,,60,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/SGDClassifier.py,,44,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/LassoRegression.py,,66,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/SVMClassifier.py,,45,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/models/DecisionTreeClassifier.py,,45,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/testing/pandas-test.py,,114,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/testing/hello-sklearn.py,,5,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/testing/stock-predict.py,,83,sklearn,.fit(
aaronlam88/cmpe295,Yes,../repos/repos2/aaronlam88/cmpe295/python/for_fun/prediction1.py,,59,sklearn,.fit(
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/unet_reference.py,,98,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/unet_reference.py,,129,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/evaluate_unet_reference.py,,85,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/evaluate_learned_primal_dual.py,,110,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_chambolle_pock.py,,130,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_chambolle_pock.py,,160,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/evaluate_learned_chambolle_pock.py,,120,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/evaluate_learned_primal_noop.py,,89,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/evaluate_learned_primal.py,,104,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_primal_dual.py,,121,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_primal_dual.py,,151,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_primal.py,,115,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/ellipses/learned_primal.py,,145,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/evaluate_mayo_reference_unet.py,,111,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_learned_primal_dual.py,,145,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_learned_primal_dual.py,,175,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/evaluate_mayo_learned_primal_dual_log.py,,140,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/evaluate_mayo_learned_primal_dual.py,,135,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_reference_unet.py,,120,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_reference_unet.py,,150,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_learned_primal_dual_log.py,,147,tensorflow,.train.
adler-j/learned_primal_dual,Yes,../repos/repos2/adler-j/learned_primal_dual/human/mayo_learned_primal_dual_log.py,,177,tensorflow,.train.
