ProjectName,IDPaper_x,ProjectType_x,Stars,Size,Forks,Commit Count,Contributors,Project Age,Activity Rate,ContributorNumber
0411tony/Yue,ID1,Tool,98.0,227.0,21.0,164.0,2.0,2585.0,0.0712733594089526,2.0
1adrianb/face-alignment,ID1,Tool,6817.0,5412.0,1328.0,220.0,21.0,2687.0,0.0906842539159109,21.0
a1600012888/YOPO-You-Only-Propagate-Once,ID1,Tool,175.0,788.0,31.0,43.0,3.0,2093.0,0.0235229759299781,3.0
a2i2/surround,ID1,Tool,22.0,1547.0,28.0,912.0,9.0,2233.0,0.5428571428571428,9.0
aarcosg/traffic-sign-detection,ID1,Tool,314.0,7423.0,98.0,13.0,1.0,2513.0,0.0057906458797327,1.0
Aayush-Ankit/puma-simulator,ID1,Tool,42.0,93012.0,43.0,177.0,9.0,2793.0,0.0702659785629218,9.0
abadojack/whatlanggo,ID1,Tool,630.0,246.0,63.0,34.0,7.0,2894.0,0.0129425199847735,7.0
Accenture/AmpliGraph,ID1,Tool,2095.0,31894.0,250.0,1631.0,13.0,2206.0,0.8394235717961914,13.0
achaiah/pywick,ID1,Tool,395.0,1445.0,39.0,149.0,3.0,2131.0,0.081688596491228,3.0
AcrylicShrimp/TinNet,ID1,Tool,16.0,12626.0,0.0,205.0,1.0,2730.0,0.0837076357697019,1.0
adalca/neuron,ID1,Tool,316.0,795.0,65.0,767.0,11.0,2876.0,0.2935323383084577,11.0
AdamSpannbauer/lexRankr,ID1,Tool,21.0,763.0,4.0,153.0,2.0,3101.0,0.055656602400873,2.0
AdamStelmaszczyk/gtsa,ID1,Tool,83.0,646.0,20.0,637.0,1.0,3413.0,0.2066169315601686,1.0
AdaptiveMachineLearning/artml,ID1,Tool,20.0,2530.0,14.0,110.0,3.0,2389.0,0.0862068965517241,3.0
adhaamehab/arabicnlp,ID1,Tool,24.0,16534.0,5.0,54.0,4.0,2154.0,0.0311059907834101,4.0
adhaamehab/textblob-ar,ID1,Tool,82.0,4448.0,25.0,35.0,5.0,2448.0,0.0182863113897596,5.0
adines/DeepClas4Bio,ID1,Tool,7.0,708.0,1.0,38.0,1.0,2425.0,0.018155757286192,1.0
Adnios/Tensorflow,ID1,Tool,147.0,242531.0,74.0,8.0,1.0,2126.0,0.0046403712296983,1.0
adrien2p/nestjs-dialogflow,ID1,Tool,72.0,2033.0,14.0,131.0,5.0,2453.0,0.0626794258373205,5.0
affinis-lab/traffic-light-detection-module,ID1,Tool,36.0,26792.0,21.0,19.0,1.0,2169.0,0.0101495726495726,1.0
afruehstueck/tileGAN,ID1,Tool,222.0,8470.0,18.0,37.0,2.0,2131.0,0.0198924731182795,2.0
ageitgey/face_recognition,ID1,Tool,51851.0,103959.0,13289.0,238.0,30.0,2883.0,0.0907704042715484,49.0
ahmed-mez/keras-rest-API,ID1,Tool,14.0,2461.0,2.0,16.0,1.0,2450.0,0.0126083530338849,1.0
ai-med/quickNAT_pytorch,ID1,Tool,99.0,358522.0,35.0,97.0,5.0,2436.0,0.0459062943681968,5.0
Aifred-Health/Vulcan-Old,ID1,Tool,10.0,347.0,4.0,233.0,7.0,2911.0,0.2108597285067873,7.0
aiscientist/nlp_ryan,ID1,Tool,35.0,326341.0,15.0,99.0,1.0,2819.0,0.0434973637961335,1.0
aisolab/CS20,ID1,Tool,62.0,2471.0,27.0,271.0,1.0,2468.0,0.1391170431211499,1.0
akar43/lsm,ID1,Tool,249.0,941.0,62.0,43.0,2.0,2641.0,0.018290089323692,2.0
akosiorek/forge,ID1,Tool,92.0,1655.0,14.0,36.0,3.0,2268.0,0.0183392766174223,3.0
akoumjian/datefinder,ID1,Tool,625.0,537.0,164.0,180.0,14.0,3309.0,0.0594648166501486,14.0
akoury/ml-helper,ID1,Tool,10.0,12266.0,0.0,30.0,2.0,2164.0,0.0375469336670838,2.0
aksnzhy/xforest,ID1,Tool,4.0,13.0,0.0,5.0,1.0,775.0,0.0130548302872062,1.0
aksnzhy/xlearn,ID1,Tool,3077.0,11184.0,519.0,1342.0,25.0,2784.0,0.5325396825396825,25.0
alan-turing-institute/MLJ.jl,ID1,Tool,1723.0,43205.0,156.0,2587.0,30.0,2367.0,1.228395061728395,65.0
alan-turing-institute/MLJModels.jl,ID1,Tool,77.0,1856.0,27.0,1235.0,24.0,2184.0,0.6435643564356436,24.0
alan-turing-institute/skpro,ID1,Tool,189.0,10156.0,37.0,387.0,16.0,2691.0,0.1592592592592592,18.0
alan-turing-institute/sktime,ID1,Tool,7429.0,68145.0,1285.0,4562.0,30.0,2270.0,2.2707814833250373,349.0
albu/albumentations,ID1,Tool,13460.0,102607.0,1593.0,895.0,30.0,2423.0,0.4139685476410731,137.0
alexanderkroner/saliency,ID1,Tool,169.0,10205.0,44.0,37.0,1.0,2166.0,0.0195250659630606,1.0
alexandra-chron/ntua-slp-wassa-iest2018,ID1,Tool,33.0,17321.0,9.0,105.0,3.0,2414.0,0.0532184490623416,3.0
alfredfrancis/ai-chatbot-framework,ID1,Tool,1920.0,13350.0,706.0,412.0,21.0,2960.0,0.1528189910979228,21.0
algorithmfoundry/Foundry,ID1,Tool,131.0,19827.0,41.0,378.0,5.0,4029.0,0.1060011217049915,5.0
alibaba/euler,ID1,Tool,2876.0,2607.0,558.0,8.0,3.0,2205.0,0.0041237113402061,3.0
Allardvm/LightGBM.jl,ID1,Tool,40.0,85.0,9.0,85.0,2.0,3009.0,0.034793286942284,2.0
allenai/allennlp,ID1,Tool,11698.0,74709.0,2243.0,2719.0,30.0,2810.0,1.0666928207140054,249.0
allisterb/ClassifyBot,ID1,Tool,20.0,311.0,6.0,82.0,1.0,2517.0,0.0370537731586082,1.0
alvations/wordnet,ID1,Tool,0.0,80813.0,0.0,91.0,1.0,1939.0,3.7916666666666665,1.0
am1tyadav/Neural-Network-from-Scratch-Python,ID1,Tool,31.0,278.0,16.0,54.0,3.0,2231.0,0.0285412262156448,3.0
amadeus4dev/amadeus-java,ID1,Tool,81.0,1424.0,68.0,568.0,19.0,2484.0,0.255510571300045,19.0
amadeus4dev/amadeus-node,ID1,Tool,171.0,2779.0,64.0,475.0,15.0,2555.0,0.2079684763572679,15.0
amadeus4dev/amadeus-python,ID1,Tool,186.0,7960.0,70.0,532.0,13.0,2501.0,0.2380313199105145,13.0
amadeus4dev/amadeus-ruby,ID1,Tool,16.0,1696.0,15.0,231.0,9.0,2757.0,0.0949835526315789,9.0
amalF/RCNN,ID1,Tool,12.0,17.0,0.0,11.0,2.0,2096.0,0.0064289888953828,2.0
AMinerOpen/prediction_api,ID1,Tool,103.0,221.0,21.0,39.0,3.0,2074.0,0.0218242865137101,3.0
amirjamez/COBAYN,ID1,Tool,18.0,14115.0,9.0,29.0,2.0,2741.0,0.0120883701542309,2.0
amosbastian/understat,ID1,Tool,150.0,107.0,29.0,146.0,6.0,2150.0,0.0818385650224215,6.0
amzn/xfer,ID1,Tool,250.0,135812.0,61.0,200.0,8.0,2400.0,0.0992555831265508,8.0
analysiscenter/batchflow,ID1,Tool,196.0,158821.0,46.0,5467.0,21.0,2873.0,2.131384015594542,21.0
analysiscenter/cardio,ID1,Tool,245.0,9926.0,78.0,850.0,3.0,2636.0,0.3615482773287962,3.0
andreluizsecco/Cognitive-LUIS-Programmatic,ID1,Tool,48.0,125.0,13.0,73.0,3.0,2607.0,0.0342883983090652,3.0
andriyadi/Maix-SpeechRecognizer,ID1,Tool,52.0,17.0,17.0,4.0,1.0,2078.0,0.0028880866425992,1.0
AndriyMulyar/sklearn-oblique-tree,ID1,Tool,43.0,191.0,16.0,28.0,1.0,2184.0,0.0148777895855472,1.0
andry9454/KerasDropconnect,ID1,Tool,36.0,10.0,12.0,11.0,1.0,2554.0,0.0055752660922453,1.0
anir16293/Deep-Lesion,ID1,Tool,37.0,10569.0,8.0,67.0,3.0,2128.0,0.0369146005509641,3.0
anki/vector-python-sdk,ID1,Tool,558.0,15928.0,382.0,156.0,9.0,2248.0,0.0789074355083459,9.0
annoviko/pyclustering,ID1,Tool,1144.0,35059.0,250.0,2080.0,11.0,3985.0,0.5601939132776731,11.0
AnthonyMRios/pymetamap,ID1,Tool,168.0,47.0,61.0,47.0,4.0,3657.0,0.0139341832196857,4.0
antoinecarme/pyaf,ID1,Tool,458.0,294592.0,73.0,2196.0,2.0,3024.0,0.7988359403419425,2.0
antonpaquin/Tensorflow-Lambda-Layer,ID1,Tool,86.0,66.0,11.0,18.0,1.0,2246.0,0.0096102509343299,1.0
apache/incubator-mxnet,ID1,Tool,20715.0,101275.0,6813.0,11896.0,30.0,3556.0,3.610318664643399,369.0
archilogic-com/3dio-js,ID1,Tool,273.0,74638.0,73.0,1404.0,5.0,2815.0,0.5591397849462365,5.0
arguiot/Neuron,ID1,Tool,13.0,1048.0,3.0,137.0,5.0,2273.0,0.0683632734530938,5.0
ARM-software/ComputeLibrary,ID1,Tool,2717.0,780313.0,759.0,80.0,21.0,2876.0,0.0306044376434583,21.0
arnaldog12/Deep-Learning,ID1,Tool,82.0,31745.0,42.0,80.0,2.0,2739.0,0.0323232323232323,2.0
arnoweng/CheXNet,ID1,Tool,548.0,80320.0,215.0,16.0,1.0,2585.0,0.0069444444444444,1.0
arpieb/corenlp,ID1,Tool,14.0,21.0,1.0,14.0,1.0,2886.0,0.0058922558922558,1.0
arraiyopensource/kornia,ID1,Tool,9437.0,78497.0,936.0,2744.0,30.0,2346.0,1.3160671462829736,254.0
arthurpaulino/miraiml,ID1,Tool,27.0,379.0,7.0,198.0,2.0,2124.0,0.1115492957746479,2.0
arunponnusamy/cvlib,ID1,Tool,643.0,12910.0,128.0,106.0,4.0,2526.0,0.0469026548672566,4.0
AsafManela/HurdleDMR.jl,ID1,Tool,23.0,5375.0,13.0,181.0,2.0,2730.0,0.0738775510204081,2.0
asafschers/goscore,ID1,Tool,96.0,139.0,22.0,109.0,3.0,2714.0,0.0446538303973781,3.0
asafschers/scoruby,ID1,Tool,68.0,2507.0,12.0,431.0,8.0,2994.0,0.1990762124711316,8.0
AtheMathmo/rusty-machine,ID1,Tool,1244.0,12405.0,155.0,532.0,20.0,3358.0,0.1722240207186791,20.0
attractivechaos/kann,ID1,Tool,663.0,780.0,117.0,528.0,5.0,2885.0,0.2012962256957682,5.0
autonomio/kerasplotlib,ID1,Tool,8.0,49.0,2.0,46.0,2.0,2392.0,0.0354118552732871,2.0
avik-pal/DeepLearningBenchmarks,ID1,Tool,25.0,737.0,0.0,16.0,1.0,2386.0,0.00869092884302,1.0
aws/sagemaker-spark,ID1,Tool,297.0,997.0,126.0,128.0,23.0,2625.0,0.0543293718166383,23.0
awslabs/sockeye,ID1,Tool,1207.0,10501.0,326.0,834.0,30.0,2786.0,0.3304278922345483,52.0
axa-group/nlp.js,ID1,Tool,6100.0,32786.0,610.0,2446.0,30.0,2369.0,1.1603415559772297,62.0
azu/nlp-pattern-match,ID1,Tool,18.0,435.0,7.0,97.0,6.0,2665.0,0.0406879194630872,6.0
Azure/mmlspark,ID1,Tool,4973.0,145420.0,815.0,1604.0,30.0,2789.0,0.634493670886076,101.0
Baidu-AIP/java-sdk,ID1,Tool,557.0,149.0,265.0,43.0,1.0,2694.0,0.0176736539251952,1.0
Baidu-AIP/nodejs-sdk,ID1,Tool,253.0,173.0,49.0,23.0,2.0,2684.0,0.0098797250859106,2.0
Baidu-AIP/php-sdk,ID1,Tool,110.0,79.0,43.0,28.0,1.0,2694.0,0.0117203850983675,1.0
Baidu-AIP/python-sdk,ID1,Tool,326.0,42.0,141.0,20.0,1.0,2694.0,0.0082270670505964,1.0
baidu/Familia,ID1,Tool,2632.0,6255.0,599.0,176.0,11.0,2780.0,0.0701195219123506,11.0
bakercp/ofxDlib,ID1,Tool,52.0,472.0,15.0,209.0,2.0,2868.0,0.0886720407297411,2.0
bakwc/JamSpell,ID1,Tool,591.0,709.0,98.0,230.0,13.0,2629.0,0.0979557069846678,14.0
bamos/block,ID1,Tool,293.0,191.0,33.0,45.0,4.0,2908.0,0.0173611111111111,4.0
Barbany/Multi-speaker-Neural-Vocoder,ID1,Tool,15.0,24291.0,2.0,279.0,2.0,2515.0,0.1265880217785844,2.0
bbli/ml_board,ID1,Tool,129.0,1395.0,17.0,101.0,1.0,2370.0,0.0508816120906801,1.0
bdqnghi/bi-tbcnn,ID1,Tool,51.0,817863.0,18.0,191.0,2.0,2668.0,0.0993239729589183,2.0
bedapudi6788/txt2txt,ID1,Tool,39.0,53.0,14.0,51.0,1.0,2250.0,0.0270844397238449,1.0
BehaviorTree/BehaviorTree.CPP,ID1,Tool,2711.0,5666.0,605.0,1398.0,30.0,2291.0,0.6886699507389162,107.0
belskikh/kekas,ID1,Tool,182.0,589.0,18.0,219.0,8.0,2356.0,0.1080414405525407,8.0
ben519/mltools,ID1,Tool,72.0,176.0,27.0,179.0,3.0,3057.0,0.0654239766081871,3.0
benedekrozemberczki/APPNP,ID1,Tool,357.0,1257.0,49.0,155.0,1.0,2172.0,0.0817941952506596,1.0
benedekrozemberczki/AttentionWalk,ID1,Tool,312.0,1307.0,48.0,84.0,2.0,2204.0,0.04375,2.0
benedekrozemberczki/BoostedFactorization,ID1,Tool,33.0,849.0,13.0,82.0,1.0,2333.0,0.0440386680988184,1.0
benedekrozemberczki/diff2vec,ID1,Tool,120.0,4093.0,20.0,131.0,2.0,2659.0,0.0546288573811509,2.0
benedekrozemberczki/EgoSplitting,ID1,Tool,81.0,1659.0,21.0,80.0,1.0,2144.0,0.0454803865832859,1.0
benedekrozemberczki/GEMSEC,ID1,Tool,250.0,10909.0,49.0,157.0,2.0,2557.0,0.068920105355575,2.0
benedekrozemberczki/graph2vec,ID1,Tool,879.0,222.0,167.0,87.0,3.0,2389.0,0.0409026798307475,3.0
benedekrozemberczki/GraphWaveMachine,ID1,Tool,182.0,851.0,35.0,88.0,2.0,2467.0,0.0404597701149425,2.0
benedekrozemberczki/GraRep,ID1,Tool,60.0,7215.0,25.0,71.0,1.0,2089.0,0.0397536394176931,1.0
benedekrozemberczki/MUSAE,ID1,Tool,146.0,20361.0,24.0,182.0,1.0,2108.0,0.0989668297988037,1.0
benedekrozemberczki/SGCN,ID1,Tool,267.0,13647.0,59.0,135.0,2.0,2239.0,0.0695159629248197,2.0
benedekrozemberczki/SimGNN,ID1,Tool,710.0,2557.0,146.0,172.0,5.0,2184.0,0.0894435777431097,5.0
benedekrozemberczki/SINE,ID1,Tool,71.0,2614.0,18.0,92.0,1.0,2208.0,0.0480167014613778,1.0
benedekrozemberczki/walklets,ID1,Tool,101.0,3137.0,22.0,97.0,1.0,2359.0,0.04736328125,1.0
bennetthardwick/darknet.js,ID1,Tool,65.0,258.0,27.0,131.0,8.0,2433.0,0.0605080831408776,8.0
BentouDev/Unity3DFramework,ID1,Tool,13.0,721.0,10.0,176.0,2.0,3027.0,0.0655249441548771,2.0
bernhardrieder/PCGML-Game-Mechanics,ID1,Tool,54.0,747876.0,17.0,473.0,1.0,2506.0,0.2166743014200641,1.0
BeTomorrow/ReImproveJS,ID1,Tool,121.0,4211.0,16.0,74.0,2.0,2451.0,0.0342434058306339,2.0
bgreenwell/pdp,ID1,Tool,89.0,69260.0,13.0,631.0,3.0,3242.0,0.2150647580095432,3.0
bhargavvader/pycobra,ID1,Tool,122.0,3106.0,23.0,126.0,2.0,2861.0,0.0488182874854707,2.0
bheinzerling/bpemb,ID1,Tool,1158.0,621.0,98.0,122.0,6.0,2668.0,0.0508333333333333,6.0
bheinzerling/pyrouge,ID1,Tool,244.0,123.0,70.0,38.0,8.0,4027.0,0.0104338275672707,8.0
bigmlcom/python,ID1,Tool,274.0,26064.0,179.0,1450.0,16.0,4650.0,0.3376018626309662,16.0
BIMSBbioinfo/maui,ID1,Tool,49.0,3208.0,18.0,117.0,3.0,2255.0,0.0594814438230808,3.0
bio-ontology-research-group/deepgo,ID1,Tool,76.0,136846.0,24.0,153.0,2.0,3192.0,0.0534778049632995,2.0
biolab/orange3,ID1,Tool,4620.0,100738.0,980.0,15309.0,30.0,4353.0,3.742116841847959,101.0
biolab/orange3-educational,ID1,Tool,27.0,11237.0,20.0,725.0,15.0,3174.0,0.2522616562282533,15.0
bjascob/LemmInflect,ID1,Tool,248.0,4527.0,25.0,43.0,1.0,2084.0,0.0236523652365236,1.0
bjascob/pyInflect,ID1,Tool,89.0,802.0,5.0,36.0,2.0,2119.0,0.0193756727664155,2.0
bkj/basenet,ID1,Tool,20.0,125.0,10.0,86.0,2.0,2535.0,0.0383586083853702,2.0
Blind-Striker/gender-prediction-turkish,ID1,Tool,14.0,6653.0,2.0,8.0,1.0,2194.0,0.0043644298963447,1.0
bmcfee/muda,ID1,Tool,227.0,3081.0,33.0,293.0,4.0,3730.0,0.0846087207623447,4.0
bnjmn/weka,ID1,Tool,321.0,615039.0,251.0,9612.0,1.0,4039.0,2.5577434805747736,1.0
bnosac/udpipe,ID1,Tool,208.0,6017.0,34.0,394.0,3.0,2708.0,0.164372131831456,3.0
boost-R/gamboostLSS,ID1,Tool,26.0,7152.0,11.0,409.0,4.0,3493.0,0.1304625199362041,4.0
boost-R/mboost,ID1,Tool,72.0,11164.0,27.0,1271.0,7.0,3576.0,0.3853850818677987,7.0
Botfuel/botfuel-nlp-sdk,ID1,Tool,9.0,143.0,0.0,47.0,6.0,2751.0,0.0209074733096085,6.0
botkop/scorch,ID1,Tool,137.0,369.0,14.0,165.0,2.0,2573.0,0.0745257452574525,2.0
boudinfl/ake-datasets,ID1,Tool,138.0,1067466.0,29.0,18.0,2.0,2388.0,0.0084666039510818,2.0
brandonrobertz/SparseLSH,ID1,Tool,135.0,127.0,26.0,118.0,3.0,3851.0,0.0341336418860283,3.0
bresan/entity_embeddings_categorical,ID1,Tool,69.0,6876.0,19.0,61.0,1.0,2162.0,0.0343275182892515,1.0
brian-j-smith/MachineShop,ID1,Tool,61.0,14192.0,10.0,1387.0,2.0,2312.0,0.7076530612244898,2.0
brightmart/bert_language_understanding,ID1,Tool,959.0,16762.0,212.0,101.0,3.0,2284.0,0.0504747626186906,3.0
BrikerMan/Kashgari,ID1,Tool,2377.0,15043.0,441.0,955.0,20.0,2196.0,0.4976550286607608,20.0
brookswoolf/Trading-Algorithms,ID1,Tool,115.0,18144.0,34.0,179.0,1.0,2126.0,0.0968090859924283,1.0
bsc-wdc/dislib,ID1,Tool,44.0,6254.0,24.0,1357.0,15.0,2289.0,0.6707859614434009,15.0
budzianowski/multiwoz,ID1,Tool,821.0,125710.0,196.0,229.0,30.0,2306.0,0.1121999020088192,37.0
business-science/timetk,ID1,Tool,597.0,117914.0,98.0,674.0,16.0,2846.0,0.2625633034670822,16.0
BVLC/caffe,ID1,Tool,33881.0,76170.0,18737.0,4156.0,30.0,4151.0,1.068655181280535,255.0
C5T/Current,ID1,Tool,95.0,17075.0,29.0,4905.0,12.0,3701.0,1.428363424577752,12.0
cahya-wirawan/language-modeling,ID1,Tool,149.0,63947.0,28.0,170.0,2.0,2349.0,0.0828863968795709,2.0
Calysto/conx,ID1,Tool,97.0,181004.0,19.0,921.0,4.0,3119.0,0.3247531734837799,4.0
carbonati/browsernn,ID1,Tool,7.0,30.0,0.0,9.0,1.0,2363.0,0.0076988879384088,1.0
CartoDB/cartoframes,ID1,Tool,249.0,178158.0,63.0,6430.0,30.0,2890.0,2.450457317073171,40.0
castorini/castor,ID1,Tool,180.0,1179.0,58.0,147.0,13.0,2864.0,0.0576244609956879,13.0
catboost/catboost,ID1,Tool,7764.0,1700602.0,1148.0,47993.0,30.0,2746.0,19.31307847082495,186.0
CBICA/CaPTk,ID1,Tool,169.0,250832.0,63.0,7846.0,17.0,2480.0,3.563124432334241,17.0
cdipaolo/goml,ID1,Tool,1544.0,971.0,136.0,160.0,8.0,3498.0,0.0494437577255871,8.0
cgre-aachen/bayseg,ID1,Tool,58.0,68629.0,14.0,167.0,3.0,2625.0,0.0706429780033841,3.0
cgtuebingen/Flex-Convolution,ID1,Tool,114.0,2132.0,10.0,19.0,3.0,2314.0,0.0093046033300685,3.0
chainer/chainer,ID1,Tool,5867.0,53733.0,1366.0,30611.0,30.0,3520.0,9.392758514881866,247.0
chainer/chainercv,ID1,Tool,,,,,,,,
chainer/chainerrl,ID1,Tool,1156.0,14530.0,226.0,3471.0,24.0,2915.0,1.3078372268274303,24.0
chakki-works/chazutsu,ID1,Tool,244.0,1044.0,34.0,102.0,3.0,2817.0,0.0411290322580645,3.0
chakki-works/seqeval,ID1,Tool,1047.0,198.0,125.0,177.0,10.0,2534.0,0.0779735682819383,10.0
chakki-works/sumeval,ID1,Tool,602.0,111.0,61.0,50.0,5.0,2612.0,0.0212856534695615,5.0
charles9n/bert-sklearn,ID1,Tool,294.0,522.0,70.0,47.0,2.0,2166.0,0.0248021108179419,2.0
chartbeat-labs/textacy,ID1,Tool,2177.0,32964.0,246.0,1816.0,30.0,3277.0,0.6021220159151194,30.0
cheng-li/pyramid,ID1,Tool,187.0,5045.0,57.0,2555.0,12.0,3768.0,0.7363112391930836,12.0
chiphuyen/lazynlp,ID1,Tool,2151.0,38.0,310.0,14.0,4.0,2157.0,0.0074074074074074,4.0
chopralab/lemon,ID1,Tool,51.0,7994.0,12.0,326.0,2.0,2385.0,0.159491193737769,2.0
chriskonnertz/DeepLy,ID1,Tool,226.0,508.0,50.0,391.0,2.0,2703.0,0.1601802539942646,2.0
chrislit/abydos,ID1,Tool,174.0,54957.0,32.0,5803.0,5.0,3928.0,1.586386003280481,5.0
chrismattmann/tika-python,ID1,Tool,1421.0,33015.0,233.0,475.0,30.0,3864.0,0.1318711826762909,51.0
christianbitter/QA_and_QG,ID1,Tool,21.0,5.0,4.0,12.0,1.0,2145.0,0.0111111111111111,1.0
christopher-beckham/weka-pyscript,ID1,Tool,12.0,9364.0,2.0,131.0,1.0,3534.0,0.0411302982731554,1.0
chrsmrrs/k-gnn,ID1,Tool,178.0,88.0,42.0,105.0,2.0,2271.0,0.052737317930688,2.0
chuanqi305/rscnn,ID1,Tool,64.0,141.0,22.0,5.0,1.0,2302.0,0.0030940594059405,1.0
cirg-up/cilib,ID1,Tool,122.0,16028.0,102.0,2338.0,16.0,5860.0,0.4194474345174022,16.0
clips/bratreader,ID1,Tool,42.0,42.0,24.0,35.0,5.0,3411.0,0.0129103651789007,5.0
Cloud-CV/evalai-cli,ID1,Tool,54.0,5906.0,60.0,179.0,24.0,2478.0,0.0812897366030881,24.0
cloudkj/layer,ID1,Tool,558.0,405.0,17.0,52.0,1.0,2238.0,0.0268456375838926,1.0
cltk/cltk,ID1,Tool,820.0,125975.0,323.0,3715.0,30.0,4030.0,0.9856725921995224,100.0
Clustering4Ever/Clustering4Ever,ID1,Tool,128.0,1600.0,13.0,269.0,5.0,2495.0,0.1241920590951061,5.0
cmusatyalab/openface,ID1,Tool,15017.0,24596.0,3596.0,735.0,26.0,3417.0,0.2328897338403041,26.0
cnkuangshi/LightCTR,ID1,Tool,674.0,9871.0,143.0,77.0,2.0,2628.0,0.0330898152127202,2.0
cod3licious/nlputils,ID1,Tool,11.0,1839.0,6.0,50.0,1.0,3963.0,0.0163345311989545,1.0
CognitiveScale/cortex-cli,ID1,Tool,6.0,3429.0,8.0,1407.0,30.0,2541.0,0.6231178033658105,39.0
colgreen/sharpneat,ID1,Tool,366.0,7276.0,95.0,1438.0,7.0,3274.0,0.4786950732356858,7.0
colinator/spikeflow,ID1,Tool,32.0,4823.0,6.0,37.0,1.0,2186.0,0.0198604401502952,1.0
comic/grand-challenge.org,ID1,Tool,161.0,60322.0,49.0,6507.0,29.0,4615.0,1.4944878272852549,29.0
conradsnicta/armadillo-code,ID1,Tool,458.0,9.0,121.0,9.0,1.0,3010.0,0.0032786885245901,1.0
cosmic-cortex/pytorch-UNet,ID1,Tool,138.0,245.0,35.0,81.0,2.0,2198.0,0.0427215189873417,2.0
CPJKU/madmom,ID1,Tool,1242.0,6575.0,198.0,1752.0,18.0,3425.0,0.553904521024344,18.0
cpmech/gosl,ID1,Tool,1806.0,31190.0,196.0,2774.0,12.0,3636.0,0.8246135552913199,13.0
cpmpercussion/keras-mdn-layer,ID1,Tool,161.0,3854.0,42.0,126.0,3.0,2413.0,0.0585501858736059,3.0
crcollins/molml,ID1,Tool,65.0,798.0,17.0,461.0,2.0,3096.0,0.1635911994322214,2.0
creme-ml/creme,ID1,Tool,4783.0,290154.0,526.0,3875.0,30.0,2191.0,2.0077720207253886,110.0
CrowdTruth/CrowdTruth-core,ID1,Tool,57.0,53805.0,10.0,212.0,6.0,2961.0,0.0793710220891052,6.0
cschoeller/pycandle,ID1,Tool,17.0,88.0,1.0,77.0,2.0,2145.0,0.0563277249451353,2.0
cstjean/ScikitLearn.jl,ID1,Tool,539.0,15765.0,75.0,518.0,15.0,3252.0,0.1741761936785474,15.0
csukuangfj/OpenCNN,ID1,Tool,55.0,720.0,7.0,71.0,1.0,2251.0,0.0366357069143446,1.0
csxeba/brainforge,ID1,Tool,112.0,394.0,13.0,162.0,1.0,2942.0,0.0630595562475671,1.0
cvjena/semantic-embeddings,ID1,Tool,263.0,79207.0,50.0,190.0,1.0,2267.0,0.0956696878147029,1.0
Cysu/open-reid,ID1,Tool,1329.0,5100.0,349.0,212.0,3.0,2894.0,0.0807311500380807,3.0
d4l3k/go-bayesopt,ID1,Tool,49.0,37.0,6.0,27.0,2.0,2684.0,0.0118317265556529,2.0
DAI-Lab/Copulas,ID1,Tool,506.0,22871.0,104.0,849.0,19.0,2628.0,0.3588334742180896,19.0
danielelic/deep-segmentation,ID1,Tool,73.0,19.0,28.0,8.0,1.0,2553.0,0.0035523978685612,1.0
daormar/thot,ID1,Tool,50.0,13606.0,13.0,2452.0,4.0,4089.0,0.6983765309028767,4.0
databricks/spark-sklearn,ID1,Tool,1077.0,801.0,231.0,265.0,14.0,3431.0,0.0841269841269841,14.0
DataForScience/RNN,ID1,Tool,22.0,14316.0,25.0,9.0,1.0,2109.0,0.0053317535545023,1.0
datamade/usaddress,ID1,Tool,1488.0,7025.0,294.0,433.0,12.0,3843.0,0.1209835149483095,12.0
datquocnguyen/jLDADMM,ID1,Tool,79.0,262.0,20.0,12.0,1.0,3238.0,0.0041251289102784,1.0
datquocnguyen/RDRPOSTagger,ID1,Tool,138.0,53723.0,48.0,41.0,1.0,3238.0,0.0141038871689026,1.0
davechallis/rust-xgboost,ID1,Tool,95.0,110.0,34.0,96.0,7.0,2442.0,0.0447343895619757,7.0
davidalbertonogueira/MLP,ID1,Tool,69.0,521.0,22.0,32.0,3.0,3295.0,0.0106524633821571,3.0
davidsbatista/BREDS,ID1,Tool,145.0,84832.0,40.0,697.0,5.0,3691.0,0.2108287961282516,5.0
davisking/dlib,ID1,Tool,13058.0,49286.0,3320.0,8263.0,30.0,4012.0,2.202879232204745,171.0
dblalock/bolt,ID1,Tool,2467.0,354794.0,173.0,276.0,4.0,2913.0,0.1041902604756511,4.0
dcavar/Flair-JSON-NLP,ID1,Tool,11.0,31.0,2.0,26.0,3.0,2130.0,0.0142700329308452,3.0
dcavar/Py-JSON-NLP,ID1,Tool,8.0,110.0,6.0,73.0,4.0,2130.0,0.1566523605150214,4.0
dcavar/spaCy-JSON-NLP,ID1,Tool,12.0,51.0,2.0,52.0,3.0,2130.0,0.0346666666666666,3.0
ddbourgin/numpy-ml,ID1,Tool,14565.0,10514.0,3647.0,348.0,11.0,2119.0,0.1872981700753498,11.0
deepmind/lab,ID1,Tool,7028.0,460126.0,1361.0,509.0,7.0,2976.0,0.1875460574797347,7.0
DeepMLNet/DeepNet,ID1,Tool,102.0,241058.0,9.0,1375.0,2.0,3167.0,0.5020080321285141,2.0
delph-in/pydmrs,ID1,Tool,12.0,437.0,5.0,179.0,3.0,3373.0,0.0746766791823112,3.0
